agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips
Goodfellow Air Force Base Fire Emergency Services,Career,36,112 E Vance ST,17 CES/CEF,Goodfellow AFB,TX,76908,112 E Vance ST,17 CES/CEF, ,Goodfellow AFB,TX,Tom Green,76908,325-654-3532,325-654-5079,Federal government (Department of Defense fire department),https://www.goodfellow.af.mil/, 
Goodyear Fire Department,Career,103,14455 W Van Buren ST,E-102,Goodyear,AZ,85338, , ,PO Box 5100,Goodyear,AZ,Maricopa,85338-0900,623-932-2300,623-882-7114,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.goodyearaz.gov/fire, 
Grand Prairie Fire Department,Career,230,1525 Arkansas LN,3RD FL,Grand Prairie,TX,75052-7401,1525 Arkansas LN,3RD FL, ,Grand Prairie,TX,Dallas,75052-7401,972-237-8300,972-237-8309,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.gptx.org/city-government/city-departments/fire-department, 
Grapevine Fire Department,Career,106,1007 Ira E Woods AVE, ,Grapevine,TX,76051-4018,1007 Ira E Woods AVE, , ,Grapevine,TX,Tarrant,76051-4018,817-410-4400,817-410-4410,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://grapevinetexas.gov/1233/Fire, 
Greater Asheville Regional Airport Authority Department of Public Safety,Career,22,61 Terminal DR STE1, ,Fletcher,NC,28732,61 Terminal DR STE 1, , ,Fletcher,NC,Buncombe,28732-6202,828-684-4577,828-684-3786,Regional/metropolitan transportation authority or airport fire department,https://flyavl.com/passenger-services/safety-security-questions, 
Green Valley Fire District,Career,66,1285 W Camino Encanto, ,Green Valley,AZ,85622-8222,1285 W Camino Encanto, , ,Green Valley,AZ,Pima,85622-8222,520-625-9400,520-625-7122,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://gvfire.org/, 
Greeneville Fire Department,Career,43,710 W Summer ST, ,Greeneville,TN,37743-3732,710 W Summer ST, , ,Greeneville,TN,Greene,37743-3732,423-638-4243,423-638-2469,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.greenevilletn.gov/, 
Greensboro Fire Department,Career,441,1514 N Church ST, ,Greensboro,NC,27405,1514 N Church ST, , ,Greensboro,NC,Guilford,27405,336-373-2356,336-373-2936,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.gfdnc.com, 
Greenville City Fire Department,Career,157,10 Watson Aviation RD, ,Greenville,SC,29607,10 Watson Aviation RD, , ,Greenville,SC,Greenville,29607-2630,864-467-4445,864-467-5790,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.greenvillesc.gov/1402/Fire-Department, 
Greenville Fire Rescue,Career,51,2603 Templeton ST, ,Greenville,TX,75401-5252, , ,PO Box 2603 Templeton ST,Greenville,TX,Hunt,75401-5252,903-457-2940, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.greenville.tx.us/, 
Greenville Fire/Rescue,Career,168,500 S Greene St, ,Greenville,NC,27834, , ,PO Box 7207,Greenville,NC,Pitt,27835-7207,252-329-4390, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.greenvillenc.gov/government/fire-rescue, 
Greenville-Spartanburg Airport Fire Department,Career,23,2000 GSP DR STE 1, ,Greer,SC,29651-6633,2000 GSP DR STE 1, , ,Greer,SC,Spartanburg,29651-6633,864-848-6265,864-848-6259,State government (includes state forest fire agencies and state institution fire departments),https://www.gspairport.com/, 
Greenwood Fire Department,Career,49,909 Main ST S, ,Greenwood,SC,29646-3229,909 Main ST S, , ,Greenwood,SC,Greenwood,29646-3229,864-942-8451,864-942-8456,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cityofgreenwoodsc.com/departments/fire, 
Haltom City Fire/Rescue,Career,50,5525 Broadway AVE, ,Haltom City,TX,76117, , ,PO Box 14246,Haltom City,TX,Tarrant,76117-0246,817-759-8660,817-759-8656,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.haltomcitytx.com/, 
Hammond Fire Department,Career,63,405 S Oak ST, ,Hammond,LA,70404, , ,PO Box 2788,Hammond,LA,Tangipahoa,70404-2788,985-277-5800,985-277-5805,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Hanahan Fire Department,Career,32,5826 Campbell ST, ,Hanahan,SC,29410-2718,5826 Campbell ST, , ,Hanahan,SC,Berkeley,29410-2718,843-554-4221,843-576-5277,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://cityofhanahan.com/government/fire-department/, 
Hardeeville Fire Department,Career,33,30 Martin ST, ,Hardeeville,SC,29927, , ,PO Box 609,Hardeeville,SC,Jasper,29927-0609,843-784-2231, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.hardeevillesc.gov/2163/Fire-Department, 
Harker Heights Fire Department,Career,44,401 Indian TRL, ,Harker Heights,TX,76548-7209,401 Indian TRL, , ,Harker Heights,TX,Bell,76548-7209,254-699-2688,252-699-7693,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.ci.harker-heights.tx.us/index.php/2011-11-22-17-14-10/fire-department, 
Harlingen Fire Department,Career,109,3510 E Grimes ST, ,Harlingen,TX,78550-1756,3510 E Grimes ST, , ,Harlingen,TX,Cameron,78550-1756,956-216-5701,956-430-6672,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.myharlingen.us, 
Harris County ESD 12 Fire Department (Cloverleaf Fire Department),Career,38,911 Hollywood ST, ,Houston,TX,77015-1301,911 Hollywood ST, , ,Houston,TX,Harris,77015-1301,713-453-1811,713-455-9976,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cloverleaf-fire.org/, 
Harris County Fire & Emergency Services Department,Career,17,2318 Atascocita RD, ,Humble,TX,77396-3503,2318 Atascocita RD, , ,Humble,TX,Harris,77396-3503,281-931-1085,281-931-5874,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.co.harris.tx.us/fmarshal, 
Heath Department of Public Safety,Career,19,200 Laurence DR, ,Heath,TX,75032-2068,200 Laurence DR, , ,Heath,TX,Rockwall,75032-2068,972-961-4900,972-722-1817,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.heathtx.com/departments/department-of-public-safety/, 
Hendersonville Fire Department,Career,47,632 Sugarloaf RD, ,Hendersonville,NC,28792,632 Sugarloaf RD, , ,Hendersonville,NC,Henderson,28792-8939,828-697-3024,828-692-0627,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.hendersonvillenc.gov/fire-department, 
Hendersonville Fire Department,Career,120,225 Free Hill RD, ,Hendersonville,TN,37075-2136,225 Free Hill RD, , ,Hendersonville,TN,Sumner,37075-2136,615-822-1119,615-264-1586,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.hvilletn.org/departments/fire, 
Hewitt Fire Department,Career,16,100 Patriot CT,Suite B,Hewitt,TX,76643,100 Patriot CT,STE B, ,Hewitt,TX,McLennan,76643-4117,254-666-0460,254-666-6099,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofhewitt.com/289/Fire-Department, 
Hickory Fire Department,Career,139,19 2ND Street DR NE, ,Hickory,NC,28601,19 2ND Street DR NE, , ,Hickory,NC,Catawba,28601-6260,828-323-7420,828-323-7566,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.hickorync.gov/, 
High Point Fire Department,Career,233,434 S Elm ST, ,High Point,NC,27260,434 S Elm ST, , ,High Point,NC,Guilford,27260-6619,336-883-3358,336-883-3550,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.highpointnc.gov/608/Fire, 
Highland Village Fire Department,Career,21,1200 Highland Village RD, ,Highland Village,TX,75077-6748,1200 Highland Village  RD, , ,Highland Village,TX,Denton,75077-6748,972-317-0890,972-317-3913,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.highlandvillage.org/, 
Hillsboro Department of Public Safety,Career,19,110 W Franklin ST, ,Hillsboro,TX,76645, , ,PO Box 568,Hillsboro,TX,Hill,76645-0568,254-582-2401,254-582-9155,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Hilton Head Island Fire Rescue,Career,108,40 Summit DR, ,Hilton Head Island,SC,29926-3655,40 Summit DR, , ,Hilton Head Island,SC,Beaufort,29926-3655,843-682-5100,843-682-5146,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.hiltonheadislandsc.gov/departments/fire/, 
Holly Springs Fire-Rescue,Career,35,700 Flint Point LN, ,Holly Springs,NC,27540,700 Flint Point LN, , ,Holly Springs,NC,Wake,27540-6853,919-567-4733,919-552-1958,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Hopkins County Fire Department,Career,15,1286 Texas ST,County Annex,Sulphur Springs,TX,75482,1286 Texas ST STE B, , ,Sulphur Springs,TX,Hopkins,75482-4730,903-438-4024,903-438-3262,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.hopkinscountytx.org/, 
Houma Fire Department,Career,58,600 Wood ST, ,Houma,LA,70360, , ,PO Box 6097,Houma,LA,Terrebonne,70361-6097,985-873-6391,985-873-6398,"Local (includes career, combination, and volunteer fire departments and fire districts)",www.houmafire.com, 
Houston Fire Department,Career,3948,1801 Smith ST STE 700, ,Houston,TX,77002-8078,1801 Smith ST STE 700, , ,Houston,TX,Harris,77002-8078,832-394-6700,832-394-6780,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.houstontx.gov/fire/, 
Humble Fire Rescue,Career,44,108 W Main ST, ,Humble,TX,77338-4307,108 W Main ST, , ,Humble,TX,Harris,77338-4307,281-446-2212,281-446-3126,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Humboldt Fire Department,Career,25,1116 E Main ST, ,Humboldt,TN,38343-3324,1116 E Main ST, , ,Humboldt,TN,Gibson,38343-3324,731-784-2654,731-784-9072,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Hurst Fire Department,Career,56,2100 Precinct Line RD, ,Hurst,TX,76054-3137,2100 Precinct Line RD, , ,Hurst,TX,Tarrant,76054-3137,817-788-7238,817-656-1721,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.hursttx.gov/, 
Irving Fire Department,Career,368,845 W Irving BLVD, ,Irving,TX,75015, , ,PO Box 152288,Irving,TX,Dallas,75015-2288,972-721-2514,972-721-2795,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofirving.org/408/Fire, 
Jackson Fire Department,Career,185,720 S Highland AVE, ,Jackson,TN,38301-7347,720 S Highland AVE, , ,Jackson,TN,Madison,38301-7347,731-425-8350,731-425-8697,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cityofjackson.net/fire/, 
Jacksonville Fire and Emergency Services,Career,87,200 Marine BLVD, ,Jacksonville,NC,28540, , ,PO Box 128,Jacksonville,NC,Onslow,28541-0128,910-455-8080,910-455-4036,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
James Island Public Service District Fire Department,Career,51,1622 Camp RD, ,Charleston,SC,29412, , ,PO Box 12140,Charleston,SC,Charleston,29422-2140,843-762-5245,843-762-5254,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.jipsd.org/, 
Jefferson Parish Fire Department,Career,237,834 S Clearview PWY, ,Elmwood,LA,70123,834 S Clearview PWY, , ,Jefferson,LA,Jefferson,70123,504-736-6200,504-736-6209,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://jeffparish.net/, 
Johnson City Fire Department,Career,125,"603 Bert ST, #1", ,Johnson City,TN,37601-5862,603 Bert Street # 1, , ,Johnson City,TN,Washington,37601-5862,423-975-2840,423-975-2846,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.johnsoncitytn.org/fire/, 
Johnston County Emergency Services,Career,90,120 S 3RD ST, ,Smithfield,NC,27577, , ,PO Box 530,Smithfield,NC,Johnston,27577-0530,919-989-5050,919-989-5052,Other,https://www.johnstonnc.com/, 
Kannapolis Fire Department,Career,91,401 Laureate WAY,3rd Floor - Fire Department,Kannapolis,NC,28081,401 Laureate WAY,3rd Floor - Fire Department, ,Kannapolis,NC,Cabarrus,28081-0005,704-920-4260,704-920-4262,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.kannapolisnc.gov/Fire, 
Katy Fire Department,Career,88,1417 Avenue D, ,Katy,TX,77493-1956,1417 Avenue D, , ,Katy,TX,Harris,77493-1956,281-391-3500,281-391-6515,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofkaty.com/government/city-departments/fire-department, 
Keller Fire-Rescue,Career,56,1100 Bear Creek PKWY, ,Keller,TX,76248, , ,PO Box 770,Keller,TX,Tarrant,76244-0770,817-743-4400,817-743-4409,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofkeller.com/services/fire-rescue, 
Kennedale Fire Department,Career,17,100 Cloverlane DR, ,Kennedale,TX,76060-2632,405 Municipal DR, , ,Kennedale,TX,Tarrant,76060-2249,817-561-2237,817-561-2183,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofkennedale.com, 
Kerrville Fire Department,Career,63,87 Coronado DR, ,Kerrville,TX,78028,87 Coronado DR, , ,Kerrville,TX,Kerr,78028-4343,830-257-8449,830-257-8455,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Killeen Fire Department,Career,231,201 N 28TH ST, ,Killeen,TX,76541-6220,201 N 28TH ST, , ,Killeen,TX,Bell,76541,254-501-7665,254-634-8734,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.killeentexas.gov/index.php?section=167, 
Kingsport Fire Department,Career,99,130 Island ST, ,Kingsport,TN,37660-4812,130 Island ST, , ,Kingsport,TN,Sullivan,37660-4812,423-229-9444,423-224-2528,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Kinston Department of Fire & Rescue,Career,50,401 E Vernon AVE, ,Kinston,NC,28502, , ,PO Box 339,Kinston,NC,Lenoir,28502-0339,252-939-3164,252-939-3157,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://nc-kinston.civicplus.com/167/Fire-Rescue, 
Kyle Fire Department,Career,41,210 W Moore ST, ,Kyle,TX,78640-5683,210 W Moore ST, , ,Kyle,TX,Hays,78640-5683,512-268-3131, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.kylefire.com/, 
Lackland Air Force Base Fire Protection,Career,98,37 CES/CEF,1910 Kenly AVE,Lackland AFB,TX,78236,37 CES/CEF,1910 Kenly AVE, ,Lackland AFB,TX,Bexar,78236,210-671-2921,210-671-1017,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Lafayette Fire Department,Career,263,300 E Vermilion ST, ,Lafayette,LA,70501-6934, , ,PO Box 90109,Lafayette,LA,Lafayette,70509-0109,337-291-8700,337-291-8787,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lafayettela.gov/, 
Lake Charles Fire Department,Career,165,4200 Kirkman ST, ,Lake Charles,LA,70607-4606,4200 Kirkman ST, , ,Lake Charles,LA,Calcasieu,70607-4606,337-491-1360,337-491-1595,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Lake Cities Fire Department,Career,40,3101 S Garrison RD, ,Corinth,TX,76210-2634, , , ,Corinth,TX,Denton,76210,940-321-2141,940-497-3455,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Lake Havasu City Fire Department,Career,80,2330 McCulloch BLVD N, ,Lake Havasu City,AZ,86403-5950,2330 McCulloch BLVD N, , ,Lake Havasu City,AZ,Mohave,86403-5950,928-855-1141,928-453-3312,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lhcaz.gov/, 
Lake Worth Fire Department,Career,21,3801 Firehall DR, ,Lake Worth,TX,76135,3805 Adam Grubb DR, , ,Lake Worth,TX,Tarrant,76135-3509,817-237-7461,817-237-0663,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://lakeworthtx.org/page/city_fire_dept, 
Lakefront Airport Fire Department,Career,28,Lakefront Airport,Leon C.Simon BLVD,New Orleans,LA,70126,54181 HWY 433, , ,Slidell,LA,Orleans,70461,504-243-4034, ,State government (includes state forest fire agencies and state institution fire departments), , 
Lancaster Fire Department,Career,66,1650 N Dallas AVE, ,Lancaster,TX,75134-3260,1650 N Dallas AVE, , ,Lancaster,TX,Dallas,75134-3260,972-218-2600,972-218-3678,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lancaster-tx.com/147/Fire, 
Laredo Metro Fire Department,Career,402,616 E Del Mar BLVD, ,Laredo,TX,78041-2420,616 E Del Mar BLVD, , ,Laredo,TX,Webb,78041-2420,956-718-6000,956-728-7119,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cityoflaredo.com/Fire/FIndex.html, 
Laughlin AFB Fire & Emergency Services,Career,54,47 CES/CEF,251 4TH ST,Laughlin AFB,TX,78843-5126,47 CES/CEF,251 4TH ST, ,Laughlin AFB,TX,Val Verde,78843-5126,830-298-5633, ,Federal government (Department of Defense fire department), , 
"LaVergne Fire Department, Inc.",Career,19,169 Stones River RD, ,La Vergne,TN,37086-2835, , ,PO Box 98,La Vergne,TN,Rutherford,37086-0098,615-793-6223,615-793-9440,Contract fire department,https://www.lavergnefire.com, 
Lebanon Fire Department,Career,47,520 Coles Ferry Pike, ,Lebanon,TN,37087,520 Coles Ferry Pike, , ,Lebanon,TN,Wilson,37087-2210,615-443-2903,615-443-2905,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Lenoir Fire Dept,Career,63,602 Harper AVE NW, ,Lenoir,NC,28645,602 Harper AVE NW, , ,Lenoir,NC,Caldwell,28645-5081,828-757-2191, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityoflenoir.com/191/Codes-Inspections, 
Lewisville Fire Department,Career,160,188 N Valley PKWY, ,Lewisville,TX,75067, , ,PO Box 299002,Lewisville,TX,Denton,75029-9002,972-219-3580,972-219-3704,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityoflewisville.com/, 
Lexington Fire Department,Career,52,200 E Center ST, ,Lexington,NC,27292,28 W Center ST, , ,Lexington,NC,Davidson,27292-3316,336-248-3935,336-248-3994,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lexingtonnc.gov/city-services/fire, 
Live Oak Fire Department,Career,21,8001 Shin Oak DR, ,Live Oak,TX,78233-2414,8001 Shin Oak DR, , ,Live Oak,TX,Bexar,78233-2414,210-653-9140, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.liveoaktx.net/, 
Longview Fire Department,Career,169,100 E Cotton ST, ,Longview,TX,75601-7415, , ,PO Box 1952,Longview,TX,Gregg,75606-1952,903-237-1210,903-291-5320,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.longviewtexas.gov/2157/Fire, 
Lookout Mountain Fire Department,Career,17,710 Scenic HWY, ,Lookout Mountain,TN,37350-1457,710 Scenic HWY, , ,Lookout Mountain,TN,Hamilton,37350-1457,423-821-1226,423-821-3193,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Lubbock Fire Department,Career,407,1515 E Ursuline ST, ,Lubbock,TX,79403, , ,PO Box 2000,Lubbock,TX,Lubbock,79401-2000,806-775-2632,806-775-3510,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://mylubbock.us/departmental-websites/departments/fire-rescue/fire-department-home, 
Luke Air Force Base,Career,62,7222 Fighter Country AVE, ,Luke AFB,AZ,85309-1149,7222 Fighter Country AVE, , ,Luke AFB,AZ,Maricopa,85309-1149,623-856-6511,623-856-3004,Federal government (Department of Defense fire department), , 
Mansfield Fire Rescue,Career,79,1305 E Broad ST, ,Mansfield,TX,76063,1305 E Broad ST, , ,Mansfield,TX,Tarrant,76063-1804,817-276-4790,817-276-4787,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mansfieldtexas.gov/, 
Marble Falls Fire Rescue,Career,17,700 Avenue N, ,Marble Falls,TX,78654-5528,700 Avenue N, , ,Marble Falls,TX,Burnet,78654-5528,830-693-4060,830-693-0210,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://marblefallstx.gov/169/Fire-Rescue, 
Marine Corps Air Station Fire & Emergency Services Division,Career,38,2085 Drayton AVE, ,MCAS Beaufort,SC,29904,2085 Drayton AVE, , ,MCAS Beaufort,SC,Beaufort,29904,843-228-7333,843-228-6172,Federal government (Department of Defense fire department), , 
Marshall Fire Department,Career,47,303 W Burleson ST, ,Marshall,TX,75670-3210, , ,PO Box 698,Marshall,TX,Harrison,75671-0698,903-935-4580,903-935-3568,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.marshalltexas.net, 
McAllen Fire Department,Career,164,201 N 21ST, ,McAllen,TX,78501, , ,PO Box 220,McAllen,TX,Hidalgo,78505-0220,956-681-2500,956-681-2519,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mcallen.net/fire/index.htm, 
MCAS Beaufort Fire Department,Career,35,11 Hollowtail DR, ,Bluffton,SC,29910,11 Hollowtail DR, , ,Bluffton,SC,Beaufort,29910-7958,843-228-6563, ,Federal government (Department of Defense fire department), , 
McCrady Fire & Emergency Services,Career,24,5401 Leesburg RD. BLDG# 3420, ,Eastover,SC,29044-9184,5401 Leesburg RD. BLDG# 3420, , ,Eastover,SC,Richland,29044-9184,803-299-4600, ,State government (includes state forest fire agencies and state institution fire departments), , 
McEntire Joint National Guard Base Fire Department,Career,50,1325 S Carolina RD STE 36, ,Eastover,SC,29044-5036,1325 S Carolina RD STE 36, , ,Eastover,SC,Richland,29044-5036,803-647-8287,803-647-8490,Federal government (Department of Defense fire department), , 
McKinney Fire Department,Career,156,2200 Taylor Burk DR, ,McKinney,TX,75071, , ,PO Box 517,McKinney,TX,Collin,75070-8013,972-547-2850,972-547-2858,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mckinneytexas.org/, 
McMinnville Fire Department,Career,32,313 E Main ST, ,McMinnville,TN,37110, , ,PO Box 7088,McMinnville,TN,Warren,37111-7088,931-473-3435,931-473-9150,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Memphis Division of Fire Services,Career,1687,2670 Avery AVE, ,Memphis,TN,38112,2670 Avery AVE, , ,Memphis,TN,Shelby,38112-4821,901-636-5000,901-527-9516,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.memphistn.gov/government/fire-department/, 
Mesa Fire and Medical Department,Career,370,13 W 1ST ST, ,Mesa,AZ,85201, , ,PO Box 1466,Mesa,AZ,Maricopa,85211-1466,480-644-2101,480-644-4460,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mesaaz.gov/, 
Mesquite Fire Department,Career,208,1515 N Galloway AVE, ,Mesquite,TX,75149, , ,PO Box 850137,Mesquite,TX,Dallas,75185-0137,972-216-6267,972-216-6436,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofmesquite.com/416/Fire, 
Metro Nashville Airport Authority - Public Safety,Career,68,921 Airport Service RD, ,Nashville,TN,37214,921 Airport Service RD, , ,Nashville,TN,Davidson,37214,615-275-1703,615-275-1451,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.flynashville.com/publicsafety, 
Midland Fire Department,Career,194,1500 W Wall ST, ,Midland,TX,79701, , ,PO Box 1152,Midland,TX,Midland,79702-1152,432-685-7436,432-686-1638,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.midlandtexas.gov/, 
Millington Fire Department,Career,25,"4836 Navy RD, STE 1", ,Millington,TN,38053-2053,"4836 Navy RD, STE 1", , ,Millington,TN,Shelby,38053-2053,901-873-5800,901-873-2284,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.millingtontn.gov/index.aspx?nid=142, 
Missouri City Fire & Rescue Services,Career,76,3849 Cartwright RD, ,Missouri City,TX,77459,3849 Cartwright RD, , ,Missouri City,TX,Fort Bend,77459-2443,281-403-4300,281-403-5749,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.missouricitytx.gov/106/About, 
Moncks Corner Fire Rescue,Career,19,116 Carolina AVE, ,Moncks Corner,SC,29461-3735,116 Carolina AVE, , ,Moncks Corner,SC,Berkeley,29461-3735,843-719-7990,843-719-7995,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Monroe Fire Department,Career,90,117 N Church  ST,PO Box 69,Monroe,NC,28112, , ,PO Box 69,Monroe,NC,Union,28111-0069,704-282-4726,704-282-4777,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.monroenc.org/, 
Monroe Fire Department,Career,182,1810 Martin Luther King Jr DR, ,Monroe,LA,71202-4518,1810 Martin Luther King Jr DR, , ,Monroe,LA,Ouachita,71202-4518,318-329-2474,318-329-4189,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.monroela.us/government/departments-divisions/fire-department, 
Mooresville Fire Department,Career,104,457 N Main ST, ,Mooresville,NC,28115,878, , ,Mooresville,NC,Iredell,28115-0878,704-664-1338, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",mooresvillefire.com, 
Morgan City Fire Department,Career,34,1307 Victor II BLVD, ,Morgan City,LA,70380-1305,1307 Victor II BLVD, , ,Morgan City,LA,Saint Mary,70380-1305,985-380-4617,985-380-4612,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Morganton Public Safety,Career,90,304 S College ST, ,Morganton,NC,28655,304 S College ST, , ,Morganton,NC,Burke,28655-3846,828-437-1211,828-432-2514,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Mountain Vista Fire District,Career,38,1175 W Magee RD, ,Tucson,AZ,85704-3435,1175 W Magee RD, , ,Tucson,AZ,Pima,85704-3435,520-575-4087,520-638-5270,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mountainvistafire.org/, 
Murphy Fire Rescue,Career,23,206 N Murphy RD, ,Murphy,TX,75094,206 N Murphy RD, , ,Murphy,TX,Collin,75094-3512,972-468-4300,972-468-4313,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.murphytx.org/index.aspx?nid=108, 
Myrtle Beach Fire Department,Career,151,921B Oak ST, ,Myrtle Beach,SC,29577, , ,PO Box 2468,Myrtle Beach,SC,Horry,29578-2468,843-918-1192,843-918-1204,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofmyrtlebeach.com/departments/fire_department/index.php, 
Nacogdoches Fire Department,Career,55,212 E Pilar ST, ,Nacogdoches,TX,75961-5508,212 E Pilar ST, , ,Nacogdoches,TX,Nacogdoches,75961-5508,936-559-2541,936-569-6662,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
NAS Corpus Christi Fire & Emergency Services,Career,75,10800 D ST BLDG 7, ,Corpus Christi,TX,78419-5000,10800 D ST BLDG 7, , ,Corpus Christi,TX,Nueces,78419,361-961-1706,361-961-6203,Federal government (Department of Defense fire department), , 
Nashville Fire Department,Career,809,63 Hermitage AVE, ,Nashville,TN,37210, , ,PO Box 196332,Nashville,TN,Davidson,37219-6332,615-862-5421, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.nashville.gov/Fire-Department.aspx, 
NASJRB New Orleans Fire Department,Career,50,400 Russell AVE BLDG 2, ,New Orleans,LA,70143,400 Russell AVE BLDG 2, , ,New Orleans,LA,Orleans,70143-5077,504-678-4742,504-678-7540,Federal government (Department of Defense fire department), , 
Natchitoches Fire Department,Career,44,578 2ND ST, ,Natchitoches,LA,71457-4646,578 2ND ST, , ,Natchitoches,LA,Natchitoches,71457-4646,318-357-3860,318-357-3868,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
National Naval Medical Center,Career,17,8901 Rockville PIKE, ,Bethesda,MD,20889-5000,8901 Rockville PIKE, , ,Bethesda,MD,Montgomery,20889-5000,301-295-0043,301-295-0512,Federal government (Department of Defense fire department), , 
