agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Gainesville Police Department,Local police department,275, , , , , ,201 Santa Fe St., , ,Gainesville,FL,Alachua,32602, , , , ,12001,"201 Santa Fe St., Gainesville, FL 32602",29.66482409999999,-82.3244464
Tennessee Wildlife Resources Agency,Special jurisdiction,275, , , , , ,P.O. Box 40747, , ,Nashville,TN,Davidson,37204, , , , ,47037,"P.O. Box 40747, Nashville, TN 37204",36.1059132,-86.7768273
Alaska State Troopers,Primary state law enforcement agency,274, , , , , ,5700 E Tudor Road, , ,Anchorage,AK,Anchorage,99507, , , , ,2020,"5700 E Tudor Road, Anchorage, AK 99507",61.1797003,-149.7759669
Springfield Police Dept,Local police department,273, , , , , ,800 E Monroe  Room 345, , ,Springfield,IL,Sangamon,62701, , , , ,17167,"800 E Monroe  Room 345, Springfield, IL 62701",39.7990264,-89.64455860000001
McAllen Police Department,Local police department,273, , , , , ,P.O. Box 220,1601 N. BICENTENNIAL, ,McAllen,TX,Hidalgo,78505, , , , ,48215,"P.O. Box 220, McAllen, TX 78505",26.2,-98.22999999999999
Monroe County Sheriff's Office,Sheriff's office,273, , , , , ,301 N College Ave,Justice Building, ,Rochester,NY,Monroe,14614, , , , ,36055,"301 N College Ave, Rochester, NY 14614",43.1593035,-77.5869504
Cambridge Police Department,Local police department,272, , , , , ,125 sixth street, , ,Cambridge,MA,Middlesex,2142, , , , ,25017,"125 sixth street, Cambridge, MA 2142",42.3673019,-71.0861221
Westchester County Department of Public Safety,Local police department,270, , , , , ,1 Saw Mill River Parkway, , ,Hawthorne,NY,Westchester,10532, , , , ,36119,"1 Saw Mill River Parkway, Hawthorne, NY 10532",41.1083758,-73.80708059999999
Macon Police Department,Local police department,270, , , , , ,301 E Bourke Street, , ,Macon,GA,Bibb,31202, , , , ,13021,"301 E Bourke Street, Macon, GA 31202",32.8406946,-83.6324022
Suffolk County Sheriff's Office,Sheriff's office,270, , , , , ,20 Bradston St, , ,Riverhead,NY,Suffolk,11901, , , , ,36103,"20 Bradston St, Riverhead, NY 11901",40.9170435,-72.66204019999999
St. Johns County Sheriff's Office,Sheriff's office,269, , , , , ,4015 Lewis Speedway, , ,Saint Augustine,FL,St. Johns,32084, , , , ,12109,"4015 Lewis Speedway, Saint Augustine, FL 32084",29.9409433,-81.3365895
Wilmington Police Department,Local police department,266, , , , , ,One Safety Square,300 N. Walnut Street, ,Wilmington,NC,New Hanover,28402, , , , ,37129,"One Safety Square, Wilmington, NC 28402",34.2378598,-77.9476394
Roanoke City Police Department,Local police department,264, , , , , ,348 Campbell Avenue Sw, , ,Roanoke,VA,Roanoke City,24016, , , , ,51770,"348 Campbell Avenue Sw, Roanoke, VA 24016",37.271068,-79.9476882
Glendale Police Department,Local police department,264, , , , , ,424 N Sappington Rd, , ,Glendale,CA,Los Angeles,91206, , , , ,6037,"424 N Sappington Rd, Glendale, CA 91206",34.1425078,-118.255075
Idaho State Police,Primary state law enforcement agency,264, , , , , ,700 S. Stratford Drive, , ,Meridian,ID,Ada,83642, , , , ,16001,"700 S. Stratford Drive, Meridian, ID 83642",43.5990014,-116.3827685
Tuscaloosa Police Department,Local police department,263, , , , , ,3801 Mill Creek Avenue, , ,Tuscaloosa,AL,Tuscaloosa,35401, , , , ,1125,"3801 Mill Creek Avenue, Tuscaloosa, AL 35401",33.1733526,-87.5574919
Morris County Sheriff's Office,Sheriff's office,262, , , , , ,"Courthouse, Washington St",PO Box 900, ,Morristown,NJ,Morris,7963, , , , ,34027,"Courthouse, Washington St, Morristown, NJ 7963",40.799459,-74.487994
Hidalgo County Sheriff's Office,Sheriff's office,262, , , , , ,711 El Cibolo Road, , ,Edinburg,TX,Hidalgo,78542, , , , ,48215,"711 El Cibolo Road, Edinburg, TX 78542",26.4155165,-98.13023190000001
Modesto Police Department,Local police department,262, , , , , ,601 - 10Th Street, , ,Modesto,CA,Stanislaus,95353, , , , ,6099,"601 - 10Th Street, Modesto, CA 95353",37.6366159,-120.996203
Maryland State Forest And Park Service,Special jurisdiction,261, , , , , ,"Tawes, 580 Taylor Avenue; E-3", , ,Annapolis,MD,Anne Arundel,21401, , , , ,24003,"Tawes, 580 Taylor Avenue; E-3, Annapolis, MD 21401",38.9861813,-76.5030767
Ascension Parish Sheriff's Office,Sheriff's office,260, , , , , ,Po Box 268, , ,Donaldsonville,LA,Ascension,70346, , , , ,22005,"Po Box 268, Donaldsonville, LA 70346",30.1010323,-90.9928773
Pasadena Police Department,Local police department,260, , , , , ,1114 JEFF GINN MEMORIAL DRIVE, , ,Pasadena,TX,Harris,77506, , , , ,48201,"1114 JEFF GINN MEMORIAL DRIVE, Pasadena, TX 77506",29.6885512,-95.19767879999999
Charleston County Sheriff's Office,Sheriff's office,259, , , , , ,3505 Pinehaven Dr, , ,Charleston,SC,Charleston,29405, , , , ,45019,"3505 Pinehaven Dr, Charleston, SC 29405",32.8560597,-79.97997409999999
St. Lucie County Sheriff's Office,Sheriff's office,259, , , , , ,4700 W Midway Rd, , ,Fort Pierce,FL,St. Lucie,34981, , , , ,12111,"4700 W Midway Rd, Fort Pierce, FL 34981",27.375372,-80.3729644
Overland Park Police Department,Local police department,258, , , , , ,12400 Foster St, , ,Overland Park,KS,Johnson,66213, , , , ,20091,"12400 Foster St, Overland Park, KS 66213",38.903774,-94.6730735
Okaloosa County Sheriff's Office,Sheriff's office,258, , , , , ,1250 Eglin Pkwy, , ,Shalimar,FL,Okaloosa,32579, , , , ,12091,"1250 Eglin Pkwy, Shalimar, FL 32579",30.4459509,-86.5802722
Hall County Sheriff's Office,Sheriff's office,257, , , , , ,"512 Main St, Ste 7", , ,Gainesville,GA,Hall,30501, , , , ,13139,"512 Main St, Ste 7, Gainesville, GA 30501",34.2959669,-83.8254604
SEPTA Transit Police,Special jurisdiction,256, , , , , ,"1234 Market Street, 4Th Floor", , ,Philadelphia,PA,Philadelphia,19107, , , , ,42101,"1234 Market Street, 4Th Floor, Philadelphia, PA 19107",39.9519255,-75.1610652
Waterbury Police Department,Local police department,256, , , , , ,P.O. Box 9, , ,Waterbury,CT,New Haven,6702, , , , ,9009,"P.O. Box 9, Waterbury, CT 6702",41.5567064,-73.0449551
MBTA Transit Police,Special jurisdiction,256, , , , , ,240 Southampton Street, , ,Boston,MA,Suffolk,2118, , , , ,25025,"240 Southampton Street, Boston, MA 2118",42.331049,-71.06466800000001
South Bend Police,Local police department,255, , , , , ,701 West Sample Street, , ,South Bend,IN,St. Joseph,46601, , , , ,18141,"701 West Sample Street, South Bend, IN 46601",41.6658647,-86.25855399999999
Marion County Sheriff's Office,Sheriff's office,255, , , , , ,2715 E Highway 76 Ste C, , ,Salem,OR,Marion,97301, , , , ,41047,"2715 E Highway 76 Ste C, Salem, OR 97301",44.9428975,-123.0350963
Clearwater Police Department,Local police department,255, , , , , ,Po Box 453, , ,Clearwater,FL,Pinellas,33756, , , , ,12103,"Po Box 453, Clearwater, FL 33756",27.9413341,-82.79402970000001
Barnstable County Sheriff's Office,Sheriff's office,254, , , , , ,6000 Sheriff  Place, , ,Bourne,MA,Barnstable,2532, , , , ,25001,"6000 Sheriff  Place, Bourne, MA 2532",41.67763370000001,-70.5706725
Forsyth County Sheriff's Office,Sheriff's office,253, , , , , ,120 W 3Rd St,PO Box 21089, ,Cumming,GA,Forsyth,30040, , , , ,13117,"120 W 3Rd St, Cumming, GA 30040",34.2073196,-84.14019259999999
Sonoma County Sheriff's Office,Sheriff's office,251, , , , , ,2796 Ventura Ave, , ,Santa Rosa,CA,Sonoma,95403, , , , ,6097,"2796 Ventura Ave, Santa Rosa, CA 95403",38.4682015,-122.7227873
Washington State Parks and Recreation Commission,Special jurisdiction,250, , , , , ,P.O. Box 42650, , ,Olympia,WA,Thurston,95804, , , , ,53067,"P.O. Box 42650, Olympia, WA 95804",47.0378741,-122.9006951
Concordia Parish Sheriff's Office,Sheriff's office,250, , , , , ,4001 Carter St Rm 7, , ,Vidalia,LA,Concordia,71373, , , , ,22029,"4001 Carter St Rm 7, Vidalia, LA 71373",31.5752343,-91.4580074
Daytona Beach Police Department,Local police department,250, , , , , ,990 Orange Avenue, , ,Daytona Beach,FL,Volusia,32114, , , , ,12127,"990 Orange Avenue, Daytona Beach, FL 32114",29.2008213,-81.03791319999999
Hernando County Sheriff's Office,Sheriff's office,249, , , , , ,Po Box 10070,18900 Cortez Blvd, ,Brooksville,FL,Hernando,34603, , , , ,12053,"Po Box 10070, Brooksville, FL 34603",28.5552719,-82.3878709
Lexington County Sheriff's Office,Sheriff's office,249, , , , , ,Po Box 639, , ,Lexington,SC,Lexington,29071, , , , ,45063,"Po Box 639, Lexington, SC 29071",33.9799999,-81.24
El Paso County Sheriff's Office,Sheriff's office,248, , , , , ,3850 Justice Drive, , ,El Paso,TX,El Paso,79938, , , , ,48141,"3850 Justice Drive, El Paso, TX 79938",31.8113261,-106.2591814
Beaumont Police Department,Local police department,246, , , , , ,P. O. Box 3827, , ,Beaumont,TX,Jefferson,77704, , , , ,48245,"P. O. Box 3827, Beaumont, TX 77704",30.0802412,-94.0997344
Waco Police Department,Local police department,246, , , , , ,721 N. 4Th, , ,Waco,TX,McLennan,76701, , , , ,48309,"721 N. 4Th, Waco, TX 76701",31.5624483,-97.1357805
Peoria Police Dept,Local police department,246, , , , , ,600 Sw Adams, , ,Peoria,IL,Peoria,61602, , , , ,17143,"600 Sw Adams, Peoria, IL 61602",40.6873501,-89.59596169999999
Pasadena Police Department,Local police department,246, , , , , ,1114 JEFF GINN MEMORIAL DRIVE, , ,Pasadena,CA,Los Angeles,91101, , , , ,6037,"1114 JEFF GINN MEMORIAL DRIVE, Pasadena, CA 91101",36.778261,-119.4179324
Macomb County Sheriff's Office,Sheriff's office,245, , , , , ,43565 Elizabeth St, , ,Mount Clemens,MI,Macomb,48043, , , , ,26099,"43565 Elizabeth St, Mount Clemens, MI 48043",42.6163402,-82.8875748
Port St. Lucie Police Department,Local police department,245, , , , , ,121 Sw Port St. Lucie Blvd., , ,Port St. Lucie,FL,St. Lucie,34984, , , , ,12111,"121 Sw Port St. Lucie Blvd., Port St. Lucie, FL 34984",27.2730734,-80.3582454
Kalamazoo Dept of Public Safety,Local police department,244, , , , , ,150 E Crosstown Pky,Suite A, ,Kalamazoo,MI,Kalamazoo,49001, , , , ,26077,"150 E Crosstown Pky, Kalamazoo, MI 49001",42.2796528,-85.58138919999999
Chula Vista Police Department,Local police department,244, , , , , ,315 Fourth Avenue, , ,Chula Vista,CA,San Diego,91910, , , , ,6073,"315 Fourth Avenue, Chula Vista, CA 91910",32.6399808,-117.0829019
Spokane County Sheriff's Office,Sheriff's office,244, , , , , ,1100 W Mallon Ave,Public Safety Bldg, ,Spokane,WA,Spokane,99260, , , , ,53063,"1100 W Mallon Ave, Spokane, WA 99260",47.6655915,-117.4289708
Horry County Police Department,Local police department,243, , , , , ,"2560 N. Main Street, Suite 7", , ,Conway,SC,Horry,29526, , , , ,45051,"2560 N. Main Street, Suite 7, Conway, SC 29526",33.8643407,-79.0532727
Gary Police,Local police department,243, , , , , ,Ste 4002,555 Polk St., ,Gary,IN,Lake,46402, , , , ,18089,"Ste 4002, Gary, IN 46402",41.6053514,-87.33639339999999
Lafayette Police Department,Local police department,243, , , , , ,Post Office Box 87, , ,Lafayette,LA,Lafayette,70502, , , , ,22055,"Post Office Box 87, Lafayette, LA 70502",30.2276425,-92.01473659999999
Iberia Parish Sheriff's Office,Sheriff's office,242, , , , , ,300 S Iberia St Ste 120, , ,New Iberia,LA,Iberia,70560, , , , ,22045,"300 S Iberia St Ste 120, New Iberia, LA 70560",30.0043763,-91.8213233
Onondaga County Sheriff's Office,Sheriff's office,242, , , , , ,407 S State St, , ,Syracuse,NY,Onondaga,13202, , , , ,36067,"407 S State St, Syracuse, NY 13202",43.0477841,-76.14712449999999
Lansing Police Department,Local police department,240, , , , , ,PO BOX 470, , ,Lansing,MI,Ingham,48933, , , , ,26065,"PO BOX 470, Lansing, MI 48933",42.7371075,-84.55628779999999
Harris County Constable Pct. 1,Constable/marshal,240, , , , , ,"1302 Preston, 3Rd Floor", , ,Houston,TX,Harris,77002, , , , ,48201,"1302 Preston, 3Rd Floor, Houston, TX 77002",29.7595776,-95.3585162
Guilford County Sheriff's Office,Sheriff's office,240, , , , , ,Po Box 3427, , ,Greensboro,NC,Guilford,27402, , , , ,37081,"Po Box 3427, Greensboro, NC 27402",35.9670631,-79.7722673
Galveston County Sheriff's Office,Sheriff's office,240, , , , , ,601-54Th St, , ,Galveston,TX,Galveston,77551, , , , ,48167,"601-54Th St, Galveston, TX 77551",29.2933928,-94.8305804
Lowell Police Department,Local police department,239, , , , , ,50 Arcand Dr, , ,Lowell,MA,Middlesex,1852, , , , ,25017,"50 Arcand Dr, Lowell, MA 1852",42.6470001,-71.3134065
Jefferson County Sheriff's Office,Sheriff's office,239, , , , , ,16001 State Route 7, , ,Louisville,KY,Jefferson,40202, , , , ,21111,"16001 State Route 7, Louisville, KY 40202",38.2526647,-85.7584557
Clarksville Police Department,Local police department,238, , , , , ,800 W. Main Street, , ,Clarksville,TN,Montgomery,37040, , , , ,47125,"800 W. Main Street, Clarksville, TN 37040",36.3228502,-87.7331079
Pembroke Pines Police Department,Local police department,238, , , , , ,9500 Pines Boulevard, , ,Pembroke Pines,FL,Broward,33024, , , , ,12011,"9500 Pines Boulevard, Pembroke Pines, FL 33024",26.0077665,-80.2713429
South Carolina Department of Natural Resources,Special jurisdiction,238, , , , , ,Po Box 167, , ,Columbia,SC,Richland,29202, , , , ,45079,"Po Box 167, Columbia, SC 29202",34.0,-81.03999999999999
Fall River Police Department,Local police department,237, , , , , ,641 South Main Street,P.O. Box 37, ,Fall River,MA,Bristol,2721, , , , ,25005,"641 South Main Street, Fall River, MA 2721",41.6957133,-71.16345869999999
Tulsa County Sheriff's Office,Sheriff's office,237, , , , , ,500 S Denver Ave, , ,Tulsa,OK,Tulsa,74103, , , , ,40143,"500 S Denver Ave, Tulsa, OK 74103",36.1546259,-95.99130679999999
Dallas/Fort Worth International Airport D.P.S.,Special jurisdiction,237, , , , , ,P. O. Box 619428, , ,D/Fw Airport,TX,Dallas,75261, , , , ,48113,"P. O. Box 619428, D/Fw Airport, TX 75261",32.8990434,-97.0335765
Portsmouth Police Department,Local police department,235, , , , , ,700 Crawford St., , ,Portsmouth,VA,Portsmouth City,23704, , , , ,51740,"700 Crawford St., Portsmouth, VA 23704",36.8336144,-76.2981223
Torrance Police Department,Local police department,235, , , , , ,3300 Civic Center Drive, , ,Torrance,CA,Los Angeles,90503, , , , ,6037,"3300 Civic Center Drive, Torrance, CA 90503",33.8397829,-118.3424965
Ramsey County Sheriff's Office,Sheriff's office,235, , , , , ,222 Walnut St W, , ,Saint Paul,MN,Ramsey,55101, , , , ,27123,"222 Walnut St W, Saint Paul, MN 55101",44.9391099,-93.1002344
Prince George's County Sheriff's Office,Sheriff's office,233, , , , , ,Po Box 548, , ,Upper Marlboro,MD,Prince Georges,20773, , , , ,24033,"Po Box 548, Upper Marlboro, MD 20773",38.82,-76.75
Hampton Police Department,Local police department,232, , , , , ,40 Lincoln St., , ,Hampton,VA,Hampton City,23669, , , , ,51650,"40 Lincoln St., Hampton, VA 23669",37.0284797,-76.3440676
Chatham County Sheriff's Office,Sheriff's office,232, , , , , ,1050 Carl Griffin Dr,PO Box 10026, ,Savannah,GA,Chatham,31405, , , , ,13051,"1050 Carl Griffin Dr, Savannah, GA 31405",32.0667768,-81.166573
Buncombe County Sheriff's Office,Sheriff's office,231, , , , , ,202 Haywood St, , ,Asheville,NC,Buncombe,28801, , , , ,37021,"202 Haywood St, Asheville, NC 28801",35.595614,-82.55954059999999
Warren Police Department,Local police department,230, , , , , ,318 W Third Ave, , ,Warren,MI,Macomb,48093, , , , ,26099,"318 W Third Ave, Warren, MI 48093",42.5190114,-83.0092803
Brownsville Police Department,Local police department,230, , , , , ,600 E. Jackson, , ,Brownsville,TX,Cameron,78520, , , , ,48061,"600 E. Jackson, Brownsville, TX 78520",25.908208,-97.4986897
"Mississippi Department of Wildlife, Fisheries & Parks",Special jurisdiction,230, , , , , ,Post Office Box 451, , ,Jackson,MS,Hinds,39205, , , , ,28049,"Post Office Box 451, Jackson, MS 39205",32.3503996,-90.1529468
Stanislaus County Sheriff's Office,Sheriff's office,230, , , , , ,250 E Hackett Rd, , ,Modesto,CA,Stanislaus,95358, , , , ,6099,"250 E Hackett Rd, Modesto, CA 95358",37.5864644,-120.989273
Ontario Police Department,Local police department,230, , , , , ,555 North Stumbo Road, , ,Ontario,CA,San Bernardino,91761, , , , ,6071,"555 North Stumbo Road, Ontario, CA 91761",34.0633443,-117.6508876
Oxnard Police Department,Local police department,228, , , , , ,"251 South ""C"" Street", , ,Oxnard,CA,Ventura,93030, , , , ,6111,"251 South ""C"" Street, Oxnard, CA 93030",34.2008791,-119.181452
Placer County Sheriff's Office,Sheriff's office,228, , , , , ,2929 Richardson Dr,PO Box 6990, ,Auburn,CA,Placer,95603, , , , ,6061,"2929 Richardson Dr, Auburn, CA 95603",38.9372848,-121.1076946
Muscogee County Sheriff's Office,Sheriff's office,228, , , , , ,Po Box 1338, , ,Columbus,GA,Muscogee,31902, , , , ,13215,"Po Box 1338, Columbus, GA 31902",32.46862,-84.99141
Gilbert Police Department,Local police department,227, , , , , ,Po Box 600, , ,Gilbert,AZ,Maricopa,85296, , , , ,4013,"Po Box 600, Gilbert, AZ 85296",33.3345698,-111.7383162
Lakeland Police Department,Local police department,226, , , , , ,219 No. Massachusetts Avenue, , ,Lakeland,FL,Polk,33801, , , , ,12105,"219 No. Massachusetts Avenue, Lakeland, FL 33801",28.0464035,-81.9536905
Mesquite Police Department,Local police department,226, , , , , ,500 Hillside Drive, , ,Mesquite,TX,Dallas,75149, , , , ,48113,"500 Hillside Drive, Mesquite, TX 75149",32.7663328,-96.6435743
Indian River County Sheriff's Office,Sheriff's office,226, , , , , ,Human Resources,4055 41st AVENUE, ,Verobeach,FL,Indian River,32960, , , , ,12061,"Human Resources, Verobeach, FL 32960",27.6445079,-80.4048306
High Point Police Department,Local police department,225, , , , , ,1009 Leonard Ave., , ,High Point,NC,Guilford,27260, , , , ,37081,"1009 Leonard Ave., High Point, NC 27260",35.9598143,-79.9933851
Henry County Police Department,Local police department,225, , , , , ,108 South Zack Hinton Parkway, , ,McDonough,GA,Henry,30253, , , , ,13151,"108 South Zack Hinton Parkway, McDonough, GA 30253",33.4439086,-84.13722279999999
Chesterfield County Sheriff's Office,Sheriff's office,225, , , , , ,Po Box 7,9500 Courthouse Rd, ,Chesterfield,VA,Chesterfield,23832, , , , ,51041,"Po Box 7, Chesterfield, VA 23832",37.3770935,-77.5049863
Citrus County Sheriff's Office,Sheriff's office,224, , , , , ,1 Dr Martin Luther King Jr Ave, , ,Inverness,FL,Citrus,34450, , , , ,12017,"1 Dr Martin Luther King Jr Ave, Inverness, FL 34450",28.8354407,-82.3282945
Maryland Natural Resources Police,Special jurisdiction,224, , , , , ,580 Taylor Ave E-3, , ,Annapolis,MD,Anne Arundel,21401, , , , ,24003,"580 Taylor Ave E-3, Annapolis, MD 21401",38.9861813,-76.5030767
Denton County Sheriff's Office,Sheriff's office,223, , , , , ,127 N Woodrow Ln, , ,Denton,TX,Denton,76205, , , , ,48121,"127 N Woodrow Ln, Denton, TX 76205",33.2136319,-97.1131625
Douglas County Sheriff's Office,Sheriff's office,223, , , , , ,6856 Broad St, , ,Douglasville,GA,Douglas,30134, , , , ,13097,"6856 Broad St, Douglasville, GA 30134",33.7514966,-84.7477136
